Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,IndexInvar,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Valence,Valencies of atoms,,,,Structural,Computational,Molecule,One,One,Atom,,,Local,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2020,"Mercado, Rocío; Rastemo, Tobias; Lindelöf, Edvard; Klambauer, Günter; Engkvist, Ola; Chen, Hongming; Bjerrum, Esben Jannik",Graph Networks for Molecular Design,,10.26434/chemrxiv.12843137.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AR,Atomic radii,,,,Structural,Computational,Molecule,One,One,Atom,,,Local,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,Node,0,,,,,,,,,,,,,,,journalArticle,2020,"Mercado, Rocío; Rastemo, Tobias; Lindelöf, Edvard; Klambauer, Günter; Engkvist, Ola; Chen, Hongming; Bjerrum, Esben Jannik",Graph Networks for Molecular Design,,10.26434/chemrxiv.12843137.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,BL,Bond lengths,,,,Structural,Computational,Molecule,One,One,Bond,,,Local,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2020,"Mercado, Rocío; Rastemo, Tobias; Lindelöf, Edvard; Klambauer, Günter; Engkvist, Ola; Chen, Hongming; Bjerrum, Esben Jannik",Graph Networks for Molecular Design,,10.26434/chemrxiv.12843137.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,BA,Bond angles,,,,Structural,Computational,Molecule,One,One,Bond,,,Local,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2020,"Mercado, Rocío; Rastemo, Tobias; Lindelöf, Edvard; Klambauer, Günter; Engkvist, Ola; Chen, Hongming; Bjerrum, Esben Jannik",Graph Networks for Molecular Design,,10.26434/chemrxiv.12843137.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LBT,Ligand binding trajectory,,,,Structural,Computational,Protein-ligand pair,Pair,Multiple,Atom,,,Both,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,1,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"An, Yi; Jessen, Henning J.; Wang, Huanchen; Shears, Stephen B.; Kireev, Dmitri","Dynamics of Substrate Processing by PPIP5K2, a Versatile Catalytic Machine",Structure,10.1016/j.str.2019.03.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SuperPharm,Superpharmacophore,,,,Structural,Computational,Protein-ligand pair,,,Site,,,Both,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,,1,0,,,,,,,,,,Node,0,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,DMIF,Dynamic molecular interaction field,,,,Dynamic,Computational,Protein-ligand pair,,,Atom,,,Both,0,1,1,1,0,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,,,1,0,,,,,,,,,,Node,0,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Pharm,Pharmacophore,,,,Structural,Computational,Protein-ligand pair,,,Atom,,,Both,0,1,1,1,0,0,0,0,1,0,,,,,,1,1,1,1,1,1,1,,,1,0,,,,,,,,,,Node,0,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,ExVol,Exclusion volumes,,,,Structural,Computational,Protein,,,Site,,,Local,0,1,0,1,0,0,0,0,1,0,,,,,,0,1,1,0,0,0,0,,,1,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SASSEC,Sequence-alignment secondary structure element counts,,,,Structural,Computational,Protein,,,Amino acid,,,Both,0,1,0,0,0,0,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PBIS,Protein binding interaction surface,,,,Structural,Computational,Protein,,,Atom,,,Both,0,1,0,1,0,1,0,0,1,1,,,,,,1,1,1,1,1,1,1,,,1,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PBIAPC,Protein binding interaction atomic point cloud,,,,Structural,Computational,Protein,,,Atom,,,Both,0,1,0,1,0,1,0,0,0,1,,,,,,1,1,1,1,1,1,1,,,1,0,,,,,,,,,,Node,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PBRO,Predicted binding relative orientation,,,,Structural,Computational,Molecule,,,Protein,,,Global,0,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RMSDVM,RMSD variation matrix,,,,Structural,Computational,Molecule,,,Atom,,,Both,0,1,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,NSRMSDvt,Native-state RMSD versus time,,,,Structural,Computational,Molecule,,,Protein,,,Global,0,1,1,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PRAMN,Pore radius along membrane normal vector,,,,Structural,Computational,Protein,,,Pore,,,Local,0,1,0,1,1,1,0,0,1,1,,,,,,0,0,1,0,0,0,0,,,1,1,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Faulkner, Christopher; Plant, David F.; de Leeuw, Nora H.",Modulation of the <i>Gloeobacter violaceus</i> Ion Channel by Fentanyl: A Molecular Dynamics Study,Biochemistry,10.1021/acs.biochem.9b00881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,CAvRes,Helix curvature angle versus residue,,,,Structural,Computational,Protein,,,Residue,,,Both,0,1,1,1,0,1,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Faulkner, Christopher; Plant, David F.; de Leeuw, Nora H.",Modulation of the <i>Gloeobacter violaceus</i> Ion Channel by Fentanyl: A Molecular Dynamics Study,Biochemistry,10.1021/acs.biochem.9b00881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,GHT,"Global helix tilt angles (x,y,z)",,,,Structural,Computational,Protein,,,Helix,,,Global,0,1,0,1,0,1,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Faulkner, Christopher; Plant, David F.; de Leeuw, Nora H.",Modulation of the <i>Gloeobacter violaceus</i> Ion Channel by Fentanyl: A Molecular Dynamics Study,Biochemistry,10.1021/acs.biochem.9b00881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LHT,Local helix tilt,,,,Structural,Computational,Protein,,,Helix,,,Local,0,1,0,1,0,1,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Faulkner, Christopher; Plant, David F.; de Leeuw, Nora H.",Modulation of the <i>Gloeobacter violaceus</i> Ion Channel by Fentanyl: A Molecular Dynamics Study,Biochemistry,10.1021/acs.biochem.9b00881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,HelRot,Helix rotation,,,,Structural,Computational,Protein,,,Helix,,,Local,0,1,0,1,0,1,0,0,1,0,,,,,,0,0,0,1,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Faulkner, Christopher; Plant, David F.; de Leeuw, Nora H.",Modulation of the <i>Gloeobacter violaceus</i> Ion Channel by Fentanyl: A Molecular Dynamics Study,Biochemistry,10.1021/acs.biochem.9b00881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,GDT-HA,Global distance test – high-accuracy,,,,Structural,Experimental,Protein,,,Atom,,,Global,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,--,0,,,,,,,,,,,,,,,journalArticle,2019,"Guterres, Hugo; Lee, Hui Sun; Im, Wonpil",Ligand-Binding-Site Structure Refinement Using Molecular Dynamics with Restraints Derived from Predicted Binding Site Templates,Journal of Chemical Theory and Computation,10.1021/acs.jctc.9b00751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_EfreeBind,AutoDock Estimated free energy of binding,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_Eki,AutoDock Estimated inhibition constant,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_EFIME,AutoDock Estimated final intermolecular energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_EVHD,AutoDock van der Waals plus hbond plus desolvation energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_Eelec,AutoDock Electrostatic energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_Eftot,AutoDock Final total internal energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_Etors,AutoDock Torsional free energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,AD_Eunb,AutoDock Unbound system’s energy,,,,Structural,Computational,Protein-ligand pair,,,Protein-ligand pair,,,Global,AutoDock ,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,,,,,,,Edge,0,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,APGI,All-pairs gravitation index,,,,Structural,Computational,Ligand,,,Atom,,,Global,0,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,H-047,H attached to C 1 (sp 3 )/C 0 (sp 2 ),,,,Structural,Computational,Ligand,,,Atom,,,Global,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,MATS2v,Moran autocorrelation of lag 2 weighted by van der Waals volume,,,,Structural,Computational,Ligand,,,Atom,,,Global,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Mor10u,3D-M0RSE-signal 10/unweighted,,,,Structural,Computational,Ligand,,,Atom,,,Global,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RNCS,Relative negative-charged surface area [Zefirov’s PC],,,,Structural,Computational,Molecule,,,Atom,,,Global,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,,1,1,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,RPCS,Relative positive-charged surface area [Zefirov’s PC],,,,Structural,Computational,Molecule,,,Atom,,,Global,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,,1,1,,,,,,,,,,--,,,,,,,,,,,,,,,,journalArticle,2019,"Mousavi, S. Fatemeh; Fatemi, Mohammad Hossein","A combination of molecular docking, receptor-guided QSAR, and molecular dynamics simulation studies of S-trityl-l-cysteine analogues as kinesin Eg5 inhibitors",Structural Chemistry,10.1007/s11224-018-1178-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,HM,Homology model,,,,Structural,Computational,Protein,,,Atom,,,Both,,,,,,,,,,,,0,1,0,0,,,,,,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,IIC,Introduction of internal cavities,,,,Structural,Computational,Protein,,,Bond,,,Local,,,,,,,,,,,,0,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,LHBI,Loss of hydrogen bond interactions,,,,Structural,Computational,Protein-ligand pair,,,Atom,,,Local,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,SEHR,Solvent exposure of hydrophobic residues,,,,Structural,Computational,Protein,,,Residue,,,Local,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,TCAD,Transition complex atomic distances,,,,Structural,Computational,Protein-ligand pair,,,Site,,,Local,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,DHB,Changes in hydrogen bonding,,,,Structural,Computational,Molecule,,,Residue,,,Local,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,FOPT,Favorable occupancy for percentage of simulation,,,,Structural,Computational,Molecule,,,Residue,,,Local,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,CM,Contact map,,,,Structural,Computational,Protein-ligand pair,,,Protein,,,Local,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,PRN,Protein residue network,,,,Structural,Computational,Protein,,,Protein,,,Both,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Gligorijevic, Vladimir; Renfrew, P. Douglas; Kosciolek, Tomasz; Leman, Julia Koehler; Cho, Kyunghyun; Vatanen, Tommi; Berenberg, Daniel; Taylor, Bryn; Fisk, Ian M; Xavier, Ramnik J; Knight, Rob; Bonneau, Richard",Structure-Based Function Prediction using Graph Convolutional Networks,bioRxiv,10.1101/786236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
