Key,Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Optical,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,,Type,PubYr,Auth,Title,PubTitle,,,DOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFGK5L69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,report,2022,"Feng, Qiongqiong; Hou, Minghua; Liu, Jun; Zhao, Kailong; Zhang, Guijun",Construct a variable-length fragment library for <i>de novo</i> protein structure prediction,,,,,http://biorxiv.org/lookup/doi/10.1101/2022.01.03.474755,"HMM-profile was first constructed. Then, variable-length fragments were retrieved from the master structure database through dynamically variable-length profile-profile comparison. A complete method for chopping the query HMM-profile during this process was proposed to obtain fragments with increased diversity. Finally, secondary structure information was used to further screen the retrieved fragments to generate the final fragment library of specific query sequence. The experimental results obtained with a set of 120 nonredundant proteins showed that the global precision and coverage of the fragment library generated by VFlib were 55.04% and 94.95% at the RMSD cutoff of 1.5 Å, respectively. Compared to the benchmark method of NNMake, the global precision of our fragment library had increased by 62.89% with equivalent coverage. Furthermore, the fragments generated by VFlib and NNMake were used to predict structure models through fragment assembly. Controlled experimental results demonstrated that the average TM-score of VFlib was 16.00% higher than that of NNMake.",2022-01-04,2022-01-18 17:13:40,2022-01-18 17:13:40,2022-01-18 17:13:40,,,,,,,,,,,,Bioinformatics,,en,,preprint,,,DOI.org (Crossref),,DOI: 10.1101/2022.01.03.474755,,/home/northja/Zotero/storage/6XEYCM7I/Feng et al. - 2022 - Construct a variable-length fragment library for .pdf
J2P7IMTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Gao, Yang; Zhao, Yawu; Ma, Yuming; Liu, Yihui",Prediction of Protein Secondary Structure Based on WS-BiLSTM Model,Symmetry,,2073-8994,10.3390/sym14010089,https://www.mdpi.com/2073-8994/14/1/89,"Protein secondary structure prediction is an important topic in bioinformatics. This paper proposed a novel model named WS-BiLSTM, which combined the wavelet scattering convolutional network and the long-short-term memory network for the ﬁrst time to predict protein secondary structure. This model captures nonlocal interactions between amino acid sequences and remembers long-range interactions between amino acids. In our WS-BiLSTM model, the wavelet scattering convolutional network is used to extract protein features from the PSSM sliding window; the extracted features are combined with the original PSSM data as the input features of the long-short-term memory network to predict protein secondary structure. It is worth noting that the wavelet scattering convolutional network is asymmetric as a member of the continuous wavelet family. The Q3 accuracy on the test set CASP9, CASP10, CASP11, CASP12, CB513, and PDB25 reached 85.26%, 85.84%, 84.91%, 85.13%, 86.10%, and 85.52%, which were higher 2.15%, 2.16%, 3.5%, 3.19%, 4.22%, and 2.75%, respectively, than using the long-short-term memory network alone. Comparing our results with the state-of-art methods shows that our proposed model achieved better results on the CB513 and CASP12 data sets. The experimental results show that the features extracted from the wavelet scattering convolutional network can effectively improve the accuracy of protein secondary structure prediction.",2022-01-06,2022-01-18 17:13:44,2022-01-18 17:13:44,2022-01-18 17:13:44,89,,1,14,,Symmetry,,,,,,,,en,,,,,DOI.org (Crossref),,,,/home/northja/Zotero/storage/Q5Z7IG5S/Gao et al. - 2022 - Prediction of Protein Secondary Structure Based on.pdf
39P7DVIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presentation,2022,"Daggett, Valerie",Lecture 5: Molecular Dynamics,,,,,,,2022-01-20,2022-01-20 17:57:41,2022-01-20 17:58:32,,,,,,,,,,,,,,,,,,,,,,,,/home/northja/Zotero/storage/ZDLBJJGQ/Daggett - 2022 - Lecture 5 Molecular Dynamics.pdf
L2WUKJRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presentation,2022,"Daggett, Valerie",Benefits and Limitations of coarse-grained models of protein structure and dynamics,,,,,,,2022-01-21,2022-01-21 17:04:10,2022-01-21 17:05:19,,,,,,,,,,,,,,,en,,,,,,,,,/home/northja/Zotero/storage/HNG78LIF/Daggett - 2022 - Benefits and Limitations of coarse-grained models .pdf
PZMDILTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Surridge, Chris",C3 has no use for carbonic anhydrase,Nature Plants,,2055-0278,10.1038/s41477-021-01079-6,https://www.nature.com/articles/s41477-021-01079-6,,2022-01,2022-01-25 18:53:42,2022-01-25 18:53:55,2022-01-25 18:53:42,2-2,,1,8,,Nat. Plants,,,,,,,,en,2021 Springer Nature Limited,,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: News & Views Publisher: Nature Publishing Group,,/home/northja/Zotero/storage/7PMSXZCK/Surridge - 2022 - C3 has no use for carbonic anhydrase.pdf; /home/northja/Zotero/storage/GUAEV5TF/s41477-021-01079-6.html
Q56GNZSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Deane, Caitlin",Carboxysome coordination,Nature Chemical Biology,,1552-4469,10.1038/s41589-021-00953-w,https://www.nature.com/articles/s41589-021-00953-w,,2022-01,2022-01-25 19:19:45,2022-01-25 19:19:45,2022-01-25 19:19:45,1-1,,1,18,,Nat Chem Biol,,,,,,,,en,"2021 Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Highlights Publisher: Nature Publishing Group Subject_term: Cryoelectron microscopy;Photosynthesis;Protein folding;Proteins Subject_term_id: cryoelectron-microscopy;photosynthesis;protein-folding;proteins,,/home/northja/Zotero/storage/YKDE78NJ/Deane - 2022 - Carboxysome coordination.pdf; /home/northja/Zotero/storage/VQHUMPB6/s41589-021-00953-w.html
N4SJE25C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Chigumba, Desnor N.; Mydy, Lisa S.; de Waal, Floris; Li, Wenjie; Shafiq, Khadija; Wotring, Jesse W.; Mohamed, Osama G.; Mladenovic, Tim; Tripathi, Ashootosh; Sexton, Jonathan Z.; Kautsar, Satria; Medema, Marnix H.; Kersten, Roland D.",Discovery and biosynthesis of cyclic plant peptides via autocatalytic cyclases,Nature Chemical Biology,,1552-4469,10.1038/s41589-021-00892-6,https://www.nature.com/articles/s41589-021-00892-6,"Many bioactive plant cyclic peptides form side-chain-derived macrocycles. Lyciumins, cyclic plant peptides with tryptophan macrocyclizations, are ribosomal peptides (RiPPs) originating from repetitive core peptide motifs in precursor peptides with plant-specific BURP (BNM2, USP, RD22 and PG1beta) domains, but the biosynthetic mechanism for their formation has remained unknown. Here, we characterize precursor-peptide BURP domains as copper-dependent autocatalytic peptide cyclases and use a combination of tandem mass spectrometry-based metabolomics and plant genomics to systematically discover five BURP-domain-derived plant RiPP classes, with mono- and bicyclic structures formed via tryptophans and tyrosines, from botanical collections. As BURP-domain cyclases are scaffold-generating enzymes in plant specialized metabolism that are physically connected to their substrates in the same polypeptide, we introduce a bioinformatic method to mine plant genomes for precursor-peptide-encoding genes by detection of repetitive substrate domains and known core peptide features. Our study sets the stage for chemical, biosynthetic and biological exploration of plant RiPP natural products from BURP-domain cyclases.",2022-01,2022-01-25 19:19:53,2022-01-25 19:19:53,2022-01-25 19:19:53,18-28,,1,18,,Nat Chem Biol,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Bioinformatics;Biosynthesis;Enzymes;Natural products Subject_term_id: bioinformatics;biosynthesis;enzymes;natural-products,,/home/northja/Zotero/storage/395FPC53/Chigumba et al. - 2022 - Discovery and biosynthesis of cyclic plant peptide.pdf
4EHJ6B3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Zhuang, Yuan; Liu, Jiangle; Wu, Hao; Zhu, Qingguo; Yan, Yongchang; Meng, Haowei; Chen, Peng R.; Yi, Chengqi",Increasing the efficiency and precision of prime editing with guide RNA pairs,Nature Chemical Biology,,1552-4469,10.1038/s41589-021-00889-1,https://www.nature.com/articles/s41589-021-00889-1,"The recently reported prime editor (PE) can produce all types of base substitution, insertion and deletion, greatly expanding the scope of genome editing. However, improving the editing efficiency and precision of PE represents a major challenge. Here, we report an approach termed the homologous 3′ extension mediated prime editor (HOPE). HOPE uses paired prime editing guide RNAs (pegRNAs) encoding the same edits in both sense and antisense DNA strands to achieve high editing efficiency in human embryonic kidney 293T cells as well as mismatch repair-deficient human colorectal carcinoma 116 cells. In addition, we found that HOPE shows greatly improved product purity compared to the original PE3 system. We envision that this enhanced tool could broaden both fundamental research and therapeutic applications of prime editing.",2022-01,2022-01-25 19:19:58,2022-01-25 19:20:07,2022-01-25 19:19:58,29-37,,1,18,,Nat Chem Biol,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Biological techniques;DNA;Nucleic acids Subject_term_id: biological-techniques;dna;nucleic-acids,,/home/northja/Zotero/storage/MEAS4XEB/Zhuang et al. - 2022 - Increasing the efficiency and precision of prime e.pdf; /home/northja/Zotero/storage/36XV7LZN/s41589-021-00889-1.html
2ME4B4A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Mendez, Deanna L.; Lowder, Ethan P.; Tillman, Dustin E.; Sutherland, Molly C.; Collier, Andrea L.; Rau, Michael J.; Fitzpatrick, James A. J.; Kranz, Robert G.",Cryo-EM of CcsBA reveals the basis for cytochrome c biogenesis and heme transport,Nature Chemical Biology,,1552-4469,10.1038/s41589-021-00935-y,https://www.nature.com/articles/s41589-021-00935-y,"Although the individual structures and respiratory functions of cytochromes are well studied, the structural basis for their assembly, including transport of heme for attachment, are unknown. We describe cryo-electron microscopy (cryo-EM) structures of CcsBA, a bifunctional heme transporter and cytochrome c (cyt c) synthase. Models built from the cryo-EM densities show that CcsBA is trapped with heme in two conformations, herein termed the closed and open states. The closed state has heme located solely at a transmembrane (TM) site, with a large periplasmic domain oriented such that access of heme to the cytochrome acceptor is denied. The open conformation contains two heme moieties, one in the TM-heme site and another in an external site (P-heme site). The presence of heme in the periplasmic site at the base of a chamber induces a large conformational shift that exposes the heme for reaction with apocytochrome c (apocyt c). Consistent with these structures, in vivo and in vitro cyt c synthase studies suggest a mechanism for transfer of the periplasmic heme to cytochrome.",2022-01,2022-01-25 19:20:10,2022-01-25 19:20:25,2022-01-25 19:20:10,101-108,,1,18,,Nat Chem Biol,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Structural biology Subject_term_id: structural-biology,,/home/northja/Zotero/storage/ANYQI8XR/Mendez et al. - 2022 - Cryo-EM of CcsBA reveals the basis for cytochrome .pdf; /home/northja/Zotero/storage/RIX6YTQS/s41589-021-00935-y.html
JHFNADUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Harris, Julian A.; Faust, Bryan; Gondin, Arisbel B.; Dämgen, Marc André; Suomivuori, Carl-Mikael; Veldhuis, Nicholas A.; Cheng, Yifan; Dror, Ron O.; Thal, David M.; Manglik, Aashish",Selective G protein signaling driven by substance P–neurokinin receptor dynamics,Nature Chemical Biology,,1552-4469,10.1038/s41589-021-00890-8,https://www.nature.com/articles/s41589-021-00890-8,"The neuropeptide substance P (SP) is important in pain and inflammation. SP activates the neurokinin-1 receptor (NK1R) to signal via Gq and Gs proteins. Neurokinin A also activates NK1R, but leads to selective Gq signaling. How two stimuli yield distinct G protein signaling at the same G protein-coupled receptor remains unclear. We determined cryogenic-electron microscopy structures of active NK1R bound to SP or the Gq-biased peptide SP6–11. Peptide interactions deep within NK1R are critical for receptor activation. Conversely, interactions between SP and NK1R extracellular loops are required for potent Gs signaling but not Gq signaling. Molecular dynamics simulations showed that these superficial contacts restrict SP flexibility. SP6–11, which lacks these interactions, is dynamic while bound to NK1R. Structural dynamics of NK1R agonists therefore depend on interactions with the receptor extracellular loops and regulate G protein signaling selectivity. Similar interactions between other neuropeptides and their cognate receptors may tune intracellular signaling.",2022-01,2022-01-25 19:20:29,2022-01-25 19:20:29,2022-01-25 19:20:29,109-115,,1,18,,Nat Chem Biol,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cell signalling;G protein-coupled receptors;Pharmacology;Structural biology Subject_term_id: cell-signalling;g-protein-coupled-receptors;pharmacology;structural-biology,,/home/northja/Zotero/storage/Y9GAADY5/Harris et al. - 2022 - Selective G protein signaling driven by substance .pdf
EDNBDRQG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Zheng, Xiangdong; Hu, Zhengshan; Li, Huan; Yang, Jian",Structure of the human cone photoreceptor cyclic nucleotide-gated channel,Nature Structural & Molecular Biology,,1545-9985,10.1038/s41594-021-00699-y,https://www.nature.com/articles/s41594-021-00699-y,"Cyclic nucleotide-gated (CNG) channels transduce light-induced chemical signals into electrical signals in retinal cone and rod photoreceptors. Structures of native CNG channels, which are heterotetramers formed by CNGA and CNGB subunits, have not been obtained. In the present study, we report a high-resolution cryo-electron microscopy structure of the human cone CNG channel in the apo closed state. The channel contains three CNGA3 and one CNGB3 subunits. Arg403 in the pore helix of CNGB3 projects into an asymmetric selectivity filter and forms hydrogen bonds with two pore-lining backbone carbonyl oxygens. Arg442 in S6 of CNGB3 protrudes into and occludes the pore below the hydrophobic cavity gate previously observed in homotetrameric CNGA channels. It is interesting that Arg403Gln is a disease mutation, and Arg442 is replaced by glutamine in some animal species with dichromatic or monochromatic vision. These and other unique structural features and the disease link conferred by CNGB3 indicate a critical role of CNGB3 in shaping cone photoresponses.",2022-01,2022-01-25 19:20:34,2022-01-25 19:20:34,2022-01-25 19:20:34,40-46,,1,29,,Nat Struct Mol Biol,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature America, Inc.",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cryoelectron microscopy;Cyclic nucleotide-gated cation channels Subject_term_id: cryoelectron-microscopy;cyclic-nucleotide-gated-cation-channels,,/home/northja/Zotero/storage/IINLG72J/Zheng et al. - 2022 - Structure of the human cone photoreceptor cyclic n.pdf
YXJEQWLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Li, Hongyan; Sun, Hongzhe",A hydroxide lock for metallo-β-lactamases,Nature Chemistry,,1755-4349,10.1038/s41557-021-00871-3,https://www.nature.com/articles/s41557-021-00871-3,"It is extremely difficult to design a broad-spectrum inhibitor for metallo-β-lactamases (MBLs) due to the diversity in the active site. Now, indole-2-carboxylates have been developed as broad-spectrum inhibitors for MBLs. These inhibitors take advantage of key elements of both MBL substrates and products and work by locking a hydroxide.",2022-01,2022-01-25 19:20:38,2022-01-25 19:20:41,2022-01-25 19:20:38,6-8,,1,14,,Nat. Chem.,,,,,,,,en,2022 Springer Nature Limited,,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: News & Views Publisher: Nature Publishing Group Subject_term: Drug discovery and development;Structure-based drug design;Structure elucidation Subject_term_id: drug-discovery-and-development;structure-based-drug-design;structure-elucidation,,/home/northja/Zotero/storage/5MDFHKMJ/Li and Sun - 2022 - A hydroxide lock for metallo-β-lactamases.pdf
RLTJDETV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Brem, Jürgen; Panduwawala, Tharindi; Hansen, Jon Ulf; Hewitt, Joanne; Liepins, Edgars; Donets, Pawel; Espina, Laura; Farley, Alistair J. M.; Shubin, Kirill; Campillos, Gonzalo Gomez; Kiuru, Paula; Shishodia, Shifali; Krahn, Daniel; Leśniak, Robert K.; Schmidt (Adrian), Juliane; Calvopiña, Karina; Turrientes, María-Carmen; Kavanagh, Madeline E.; Lubriks, Dmitrijs; Hinchliffe, Philip; Langley, Gareth W.; Aboklaish, Ali F.; Eneroth, Anders; Backlund, Maria; Baran, Andrei G.; Nielsen, Elisabet I.; Speake, Michael; Kuka, Janis; Robinson, John; Grinberga, Solveiga; Robinson, Lindsay; McDonough, Michael A.; Rydzik, Anna M.; Leissing, Thomas M.; Jimenez-Castellanos, Juan Carlos; Avison, Matthew B.; Da Silva Pinto, Solange; Pannifer, Andrew D.; Martjuga, Marina; Widlake, Emma; Priede, Martins; Hopkins Navratilova, Iva; Gniadkowski, Marek; Belfrage, Anna Karin; Brandt, Peter; Yli-Kauhaluoma, Jari; Bacque, Eric; Page, Malcolm G. P.; Björkling, Fredrik; Tyrrell, Jonathan M.; Spencer, James; Lang, Pauline A.; Baranczewski, Pawel; Cantón, Rafael; McElroy, Stuart P.; Jones, Philip S.; Baquero, Fernando; Suna, Edgars; Morrison, Angus; Walsh, Timothy R.; Schofield, Christopher J.",Imitation of β-lactam binding enables broad-spectrum metallo-β-lactamase inhibitors,Nature Chemistry,,1755-4349,10.1038/s41557-021-00831-x,https://www.nature.com/articles/s41557-021-00831-x,"Carbapenems are vital antibiotics, but their efficacy is increasingly compromised by metallo-β-lactamases (MBLs). Here we report the discovery and optimization of potent broad-spectrum MBL inhibitors. A high-throughput screen for NDM-1 inhibitors identified indole-2-carboxylates (InCs) as potential β-lactamase stable β-lactam mimics. Subsequent structure–activity relationship studies revealed InCs as a new class of potent MBL inhibitor, active against all MBL classes of major clinical relevance. Crystallographic studies revealed a binding mode of the InCs to MBLs that, in some regards, mimics that predicted for intact carbapenems, including with respect to maintenance of the Zn(II)-bound hydroxyl, and in other regards mimics binding observed in MBL–carbapenem product complexes. InCs restore carbapenem activity against multiple drug-resistant Gram-negative bacteria and have a low frequency of resistance. InCs also have a good in vivo safety profile, and when combined with meropenem show a strong in vivo efficacy in peritonitis and thigh mouse infection models.",2022-01,2022-01-25 19:20:47,2022-01-25 19:20:47,2022-01-25 19:20:47,15-24,,1,14,,Nat. Chem.,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature Limited",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Drug discovery and development;Lead optimization;Medicinal chemistry Subject_term_id: drug-discovery-and-development;lead-optimization;medicinal-chemistry,,/home/northja/Zotero/storage/GWGXMKMG/Brem et al. - 2022 - Imitation of β-lactam binding enables broad-spectr.pdf
59WG7LH8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Rogers, Bradley A.; Okur, Halil I.; Yan, Chuanyu; Yang, Tinglu; Heyda, Jan; Cremer, Paul S.",Weakly hydrated anions bind to polymers but not monomers in aqueous solutions,Nature Chemistry,,1755-4349,10.1038/s41557-021-00805-z,https://www.nature.com/articles/s41557-021-00805-z,"Weakly hydrated anions help to solubilize hydrophobic macromolecules in aqueous solutions, but small molecules comprising the same chemical constituents precipitate out when exposed to these ions. Here, this apparent contradiction is resolved by systematically investigating the interactions of NaSCN with polyethylene oxide oligomers and polymers of varying molecular weight. A combination of spectroscopic and computational results reveals that SCN− accumulates near the surface of polymers, but is excluded from monomers. This occurs because SCN− preferentially binds to the centre of macromolecular chains, where the local water hydrogen-bonding network is disrupted. These findings suggest a link between ion-specific effects and theories addressing how hydrophobic hydration is modulated by the size and shape of a hydrophobic entity.",2022-01,2022-01-25 19:20:54,2022-01-25 19:20:54,2022-01-25 19:20:54,40-45,,1,14,,Nat. Chem.,,,,,,,,en,"2021 The Author(s), under exclusive licence to Springer Nature Limited",,,,www.nature.com,,Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Biophysical chemistry;Biosurfaces;Physical chemistry;Surface chemistry Subject_term_id: biophysical-chemistry;biosurfaces;physical-chemistry;surface-chemistry,,/home/northja/Zotero/storage/VK37CVXB/Rogers et al. - 2022 - Weakly hydrated anions bind to polymers but not mo.pdf
MQGR222W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Farooq, Saba; Ngaini, Zainab; Hwang, Siaw San; Choo, Diana Chung Yiing; Daud, Adibah Izzati; Khairul, Wan M.","In vitro Cytotoxic Activities, Molecular Docking and Density Functional Theory (DFT) Evaluation of Chalcone Derived Pyrazolines",Chemistry Africa,,2522-5766,10.1007/s42250-021-00311-2,https://doi.org/10.1007/s42250-021-00311-2,"Chalcone natural products modified drugs are a significant tool for the pharmaceutical industry to cure cancer. Numerous cytotoxic drugs have some drawbacks such as toxicity effect, high cost, less bioavailability, poor selectivity and drug resistance properties. The production of effective and high potent cytotoxic agents has become a challenge nowadays. For all compounds (1a–f), (2a–f) and (3a–f) in vitro cytotoxic activities were evaluated through MTS assay, where (3a) and (3e) exhibited potent activities against nasopharyngeal cell line HK-1 with IC50 7.7 mM and 7.3 mM, respectively, compared to cisplatin IC50 8.9 mM. The molecular docking interaction studies against 5IKR target protein and DFT evaluations via Gaussian 09 software exhibited the binding affinity – 10.4 kcal/mol and energy gap 4.46 eV respectively, supported the potential pyrazoline as anticancer drugs. This current study is a significant breakthrough in the drug design process that contributes to the development of new in vitro cytotoxic drugs with excellent properties.",2022-01-19,2022-01-25 19:21:05,2022-01-25 19:21:05,2022-01-25 19:21:05,,,,,,Chemistry Africa,,,,,,,,en,,,,,Springer Link,,,,
I3JA3NAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Luchinat, Enrico; Cremonini, Matteo; Banci, Lucia",Radio Signals from Live Cells: The Coming of Age of In-Cell Solution NMR,Chemical Reviews,,0009-2665,10.1021/acs.chemrev.1c00790,https://doi.org/10.1021/acs.chemrev.1c00790,"A detailed knowledge of the complex processes that make cells and organisms alive is fundamental in order to understand diseases and to develop novel drugs and therapeutic treatments. To this aim, biological macromolecules should ideally be characterized at atomic resolution directly within the cellular environment. Among the existing structural techniques, solution NMR stands out as the only one able to investigate at high resolution the structure and dynamic behavior of macromolecules directly in living cells. With the advent of more sensitive NMR hardware and new biotechnological tools, modern in-cell NMR approaches have been established since the early 2000s. At the coming of age of in-cell NMR, we provide a detailed overview of its developments and applications in the 20 years that followed its inception. We review the existing approaches for cell sample preparation and isotopic labeling, the application of in-cell NMR to important biological questions, and the development of NMR bioreactor devices, which greatly increase the lifetime of the cells allowing real-time monitoring of intracellular metabolites and proteins. Finally, we share our thoughts on the future perspectives of the in-cell NMR methodology.",2022-01-21,2022-01-25 19:21:11,2022-01-25 19:21:13,2022-01-25 19:21:11,,,,,,Chem. Rev.,Radio Signals from Live Cells,,,,,,,,,,,,ACS Publications,,Publisher: American Chemical Society,,/home/northja/Zotero/storage/USQ3ADAK/Luchinat et al. - 2022 - Radio Signals from Live Cells The Coming of Age o.pdf
IND68E9Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2022,"Sotomayor-Vivas, Cristina; Hernández-Lemus, Enrique; Dorantes-Gilardi, Rodrigo",Linking protein structural and functional change to mutation using amino acid networks,PLOS ONE,,1932-6203,10.1371/journal.pone.0261829,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0261829,"The function of a protein is strongly dependent on its structure. During evolution, proteins acquire new functions through mutations in the amino-acid sequence. Given the advance in deep mutational scanning, recent findings have found functional change to be position dependent, notwithstanding the chemical properties of mutant and mutated amino acids. This could indicate that structural properties of a given position are potentially responsible for the functional relevance of a mutation. Here, we looked at the relation between structure and function of positions using five proteins with experimental data of functional change available. In order to measure structural change, we modeled mutated proteins via amino-acid networks and quantified the perturbation of each mutation. We found that structural change is position dependent, and strongly related to functional change. Strong changes in protein structure correlate with functional loss, and positions with functional gain due to mutations tend to be structurally robust. Finally, we constructed a computational method to predict functionally sensitive positions to mutations using structural change that performs well on all five proteins with a mean precision of 74.7% and recall of 69.3% of all functional positions.",2022-01-21,2022-01-25 19:21:26,2022-01-25 19:21:26,2022-01-25 19:21:26,e0261829,,1,17,,PLOS ONE,,,,,,,,en,,,,,PLoS Journals,,Publisher: Public Library of Science,,/home/northja/Zotero/storage/SIY26IAP/Sotomayor-Vivas et al. - 2022 - Linking protein structural and functional change t.pdf
